name,art_nr,country,volume,alc_vol,price
Charlier & Fils,Nr 52668,Frankrike,750 ml,12 % vol.,376:-
Hervieux-Dumez,Nr 52766,Frankrike,375 ml,12 % vol.,239:-
Doyard Mahé,Nr 52844,Frankrike,750 ml,12 % vol.,349:-
Franciacorta,Nr 70006,Italien,750 ml,"12,5 % vol.",323:-
Franciacorta,Nr 70350,Italien,750 ml,"12,5 % vol.",372:-
Franciacorta,Nr 71063,Italien,750 ml,"12,5 % vol.",372:-
Colesel,Nr 77751,Italien,750 ml,"11,5 % vol.",220:-
JM Gobillard & Fils,Nr 82622,Frankrike,750 ml,"12,5 % vol.",399:-
JM Gobillard & Fils,Nr 82634,Frankrike,750 ml,12 % vol.,349:-
Delamotte,Nr 7351,Frankrike,375 ml,12 % vol.,323:-
Gamla Brut,Nr 79333,Golanhöjderna (israelisk bosättning),750 ml,"11,5 % vol.",359:-
Castelveder,Nr 71979,Italien,750 ml,13 % vol.,269:-
Denis Frèzier,Nr 78533,Frankrike,750 ml,12 % vol.,333:-
Sbarbata,Nr 77233,Italien,750 ml,12 % vol.,233:-
Marie Forget,Nr 74265,Frankrike,750 ml,12 % vol.,379:-
Charles Collin,Nr 77490,Frankrike,750 ml,12 % vol.,373:-
Pere Ventura,Nr 71075,Spanien,750 ml,12 % vol.,299:-
Bianca Vigna,Nr 77636,Italien,1 500 ml,"11,5 % vol.",296:-
Cremant du Jura,Nr 78037,Frankrike,750 ml,12 % vol.,227:-
Cava Rovellats,Nr 78157,Spanien,750 ml,"11,5 % vol.",279:-
M. Cousinat,Nr 73631,Frankrike,750 ml,12 % vol.,399:-
Virginie Bergeronneau,Nr 71794,Frankrike,750 ml,12 % vol.,379:-
Virginie Bergeronneau,Nr 73861,Frankrike,750 ml,12 % vol.,300:-
Monte Rossa,Nr 77241,Italien,750 ml,"12,5 % vol.",329:-
Bortolotti,Nr 73926,Italien,750 ml,"11,5 % vol.",277:-
Marteaux,Nr 73969,Frankrike,750 ml,"12,5 % vol.",399:-
Simpsons,Nr 75232,Storbritannien,750 ml,"12,5 % vol.",369:-
Émile Leclère,Nr 79356,Frankrike,750 ml,12 % vol.,359:-
Paul Dangin et Fils,Nr 75141,Frankrike,750 ml,12 % vol.,289:-
Pascal Redon,Nr 53058,Frankrike,750 ml,12 % vol.,369:-
Nudo Di Palèrna,Nr 53070,Italien,750 ml,12 % vol.,247:-
Freixenet,Nr 53248,Spanien,1 500 ml,"11,5 % vol.",249:-
Orchestrale,Nr 53309,Frankrike,750 ml,12 % vol.,359:-
Bergeronneau-Marion,Nr 77326,Frankrike,750 ml,12 % vol.,300:-
Diebolt-Vallois,Nr 83020,Frankrike,750 ml,"12,5 % vol.",369:-
Louis Bouillot,Nr 82363,Frankrike,750 ml,12 % vol.,219:-
Alta Langa Millesimato Brut,Nr 70838,Italien,750 ml,"12,5 % vol.",349:-
