idx,ID,Name,Country,Volume,Alcohol,Price
292,Nr 78236,Gran Maestro,Italien,750 ml,"14,5 %",71:-
293,Nr 51026,Il Barone,Italien,1000 ml,15 %,171:-
294,Nr 2009,Palazzo,Italien,750 ml,14 %,79:-
295,Nr 94379,San Fereolo,Italien,750 ml,14 %,271:-
296,Nr 94157,Munjebel,Italien,750 ml,"12,5 %",879:-
297,Nr 90010,Munjebel Rosso,Italien,750 ml,14 %,379:-
298,Nr 94918,Barolo,Italien,750 ml,"14,5 %",451:-
299,Nr 95184,Brunello di Montalcino,Italien,750 ml,"14,5 %",501:-
300,Nr 90262,Barolo,Italien,750 ml,"14,5 %",579:-
301,Nr 2723,Rocca Guicciarda,Italien,375 ml,"13,5 %",86:-
302,Nr 94926,Langhe Nebbiolo,Italien,750 ml,"14,5 %",201:-
303,Nr 93398,Ceretto Barbaresco,Italien,750 ml,"13,5 %",449:-
304,Nr 92705,Cavallotto,Italien,1500 ml,14 %,1 779:-
305,Nr 93867,Luigi Spertino,Italien,750 ml,13 %,239:-
306,Nr 94466,Barolo Bussia Cascina Dardi Riserva,Italien,750 ml,14 %,601:-
307,Nr 93319,Monteraponi,Italien,750 ml,"13,5 %",599:-
308,Nr 94270,Stefano Amerighi,Italien,750 ml,"13,5 %",290:-
309,Nr 93634,Barolo del Comune di La Morra,Italien,750 ml,14 %,998:-
310,Nr 95643,Vino Nobile di Montepulciano,Italien,750 ml,14 %,201:-
311,Nr 92655,Cavallotto,Italien,750 ml,"13,5 %",259:-
312,Nr 92935,Munjebel,Italien,750 ml,14 %,539:-
313,Nr 32205,il Nostro,Italien,750 ml,"13,5 %",69:-
314,Nr 52209,Fontanafredda,Italien,750 ml,"13,5 %",191:-
315,Nr 93369,Monteraponi,Italien,1500 ml,13 %,395:-
316,Nr 80413,Brunello di Montalcino,Italien,750 ml,14 %,241:-
317,Nr 79263,Brunello di Montalcino Pianrosso,Italien,750 ml,15 %,571:-
318,Nr 94443,Radici Taurasi,Italien,750 ml,"13,5 %",351:-
319,Nr 92166,Alberelli di Giodo,Italien,750 ml,14 %,589:-
320,Nr 2305,Barolo,Italien,750 ml,"13,5 %",281:-
321,Nr 90126,Stilema Taurasi,Italien,750 ml,13 %,699:-
